Ownership,Board,Year of Establishment,Co-Ed Status,Campus Size,Campus Type,Class,Boarding,Infrastructure,Safety and Security,Advanced Facilities,Extra Curricular,Sports and Fitness,Lab,Disabled Friendly,hall_of_fame,gallery,address,email,website,phone_no,school_name,school_image,class_offered,sf_ratio
Private,NA,1983,Co-Education,NA,Urban,['Smart Classes'],[],"['Auditorium/Media Room', 'Library/Reading Room', 'Playground']",[],['Medical Room'],"['Art and Craft', 'Dance', 'Music', 'Picnics and excursion']","['Outdoor Sports', 'Yoga']","['Computer Lab', 'Science Lab']",['Washrooms'],[],"['https://images.uniapply.com/uploads/college/image/500/2180/Arya_Model_School_1931_Art_and_craft_1.jpg', 'https://images.uniapply.com/uploads/college/image/500/2180/Arya_Model_School_1931_Classroom_2.jpg', 'https://images.uniapply.com/uploads/college/image/500/2180/Arya_Model_School_1931_Computer_lab_3.jpg', 'https://images.uniapply.com/uploads/college/image/500/2180/Arya_Model_School_1931_event_1_1_4.jpg', 'https://images.uniapply.com/uploads/college/image/500/2180/Arya_Model_School_1931_Library_5.jpg', 'https://images.uniapply.com/uploads/college/image/500/2180/Arya_Model_School_1931_Music_1_6.jpg', 'https://images.uniapply.com/uploads/college/image/500/2180/Arya_Model_School_1931_Science_lab_7.jpg', 'https://images.uniapply.com/uploads/college/image/500/2180/Arya_Model_School_1931_Students_1_8.jpg']","Arya Samaj Road, Adarsh Nagar, North West Delhi, 110033",info@aryamodelschool.com,http://aryamodelschool.com/,"011-27673655,011-27670755",Arya Model School,https://cdn.uniapply.com/assets/v1/d/images/main/spacer.71a50dbba44c.png,Class 1 - Class 8,23:1
Private,CBSE,1986,Co-Education,4 Acres,Urban,"['Smart Classes', 'Wifi']",[],"['Cafeteria/Canteen', 'Library/Reading Room', 'Playground']",['CCTV'],"['Medical Room', 'Transportation']","['Art and Craft', 'Dance', 'Music', 'Picnics and excursion']","['Indoor Sports', 'Outdoor Sports']","['Computer Lab', 'Science Lab']","['Ramps', 'Washrooms']",[],"['https://images.uniapply.com/uploads/college/image/500/2180/Arvind_Gupta_DAV_Centenary_Public_School_1406_Building_1.jpg', 'https://images.uniapply.com/uploads/college/image/500/2180/Arvind_Gupta_DAV_Centenary_Public_School_1406_Campus_2.jpg', 'https://images.uniapply.com/uploads/college/image/500/2180/Arvind_Gupta_DAV_Centenary_Public_School_1406_Classroom_3.jpg', 'https://images.uniapply.com/uploads/college/image/500/2180/Arvind_Gupta_DAV_Centenary_Public_School_1406_Library_4.jpg', 'https://images.uniapply.com/uploads/college/image/500/2180/Arvind_Gupta_DAV_Centenary_Public_School_1406_Smart_Class_5.jpg']","Behind Police Quarters, Near Naini Lake, Model Town, North West Delhi, 110009","principal@agdav.edu.in,office@agdav.edu.in",http://www.agdav.edu.in,"011-27455245,011-27430540",Arvind Gupta DAV Centenary Public School,https://cdn.uniapply.com/assets/v1/d/images/main/spacer.71a50dbba44c.png,Pre-School (Nursery) - Class 12,25:1
Private,CBSE,1975,Co-Education,0.24 Acre,Urban,['Wifi'],[],"['Cafeteria/Canteen', 'Library/Reading Room', 'Playground']",['CCTV'],"['Medical Room', 'Transportation']","['Art and Craft', 'Dance', 'Gardening', 'Music']","['Indoor Sports', 'Outdoor Sports']","['Computer Lab', 'Science Lab']","['Ramps', 'Washrooms']",[],"['https://images.uniapply.com/uploads/college/image/500/2180/Panacea_National_Public_School_1501_Building_1.jpg', 'https://images.uniapply.com/uploads/college/image/500/2180/Panacea_National_Public_School_1501_Activity_2.jpg', 'https://images.uniapply.com/uploads/college/image/500/2180/Panacea_National_Public_School_1501_Event_1_3.jpg', 'https://images.uniapply.com/uploads/college/image/500/2180/Panacea_National_Public_School_1501_Event_2_4.jpg', 'https://images.uniapply.com/uploads/college/image/500/2180/Panacea_National_Public_School_1501_Event_5.jpg']","Libaspur-Siraspur Road, Siraspur, North West Delhi, 110042",pnps_delhi@yahoo.com,http://www.pnps.co.in/,011-27830372,Panacea National Public School,https://cdn.uniapply.com/assets/v1/d/images/main/spacer.71a50dbba44c.png,Class 1 - Class 10,23:1
Private,NA,NA,Co-Education,NA,NA,[],[],[],[],['Medical Room'],"['Art and Craft', 'Dance', 'Debate', 'Drama']",[],[],[],[],[],"Raja Dhirsain Marg, Opposite. Bikaner Sweets, Prakash Mohalla, Garhi, East Of Kailash, South East Delhi, 110065",,,,Adarsh Vidya Mandir Public School,https://cdn.uniapply.com/assets/v1/d/images/main/spacer.71a50dbba44c.png,Nursery - Class 8,NA
Private,CISCE,1991,Co-Education,NA,Urban,['Wifi'],[],"['Library/Reading Room', 'Playground']",[],['Medical Room'],"['Art and Craft', 'Dance', 'Music']","['Indoor Sports', 'Outdoor Sports']","['Computer Lab', 'Science Lab']","['Ramps', 'Washrooms']",[],"['https://images.uniapply.com/uploads/college/image/500/2176/Swami_Hariharanand_Public_School_1057_Building_1.jpg', 'https://images.uniapply.com/uploads/college/image/500/2176/Swami_Hariharanand_Public_School_1057_Classroom_2.jpg', 'https://images.uniapply.com/uploads/college/image/500/2176/Swami_Hariharanand_Public_School_1057_Computer_Lab_1_3.jpg', 'https://images.uniapply.com/uploads/college/image/500/2176/Swami_Hariharanand_Public_School_1057_Computer_Lab_4.jpg', 'https://images.uniapply.com/uploads/college/image/500/2176/Swami_Hariharanand_Public_School_1057_Lab_5.jpg', 'https://images.uniapply.com/uploads/college/image/500/2176/Swami_Hariharanand_Public_School_1057_Library_6.jpg']","Geeta Prachar Bhawan, Opposite Ghat Number 2, Yamuna Bazar, Kashmiri Gate, North Delhi, 110006",Shps.delhi@gmail.com,http://www.shpsdelhi.ac.in,"011-23864780,011-23861517",Swami Hariharanand Public School,https://cdn.uniapply.com/assets/v1/d/images/main/spacer.71a50dbba44c.png,Class 1 - Class 10,19:1
Private,NA,2000,Co-Education,NA,Urban,[],[],"['Library/Reading Room', 'Playground']",[],['Medical Room'],"['Art and Craft', 'Dance', 'Music']",['Outdoor Sports'],['Computer Lab'],"['Ramps', 'Washrooms']",[],"['https://images.uniapply.com/uploads/college/image/500/2184/New_Jai_Bharti_Public_School_1887_Building_1.jpg', 'https://images.uniapply.com/uploads/college/image/500/2184/New_Jai_Bharti_Public_School_1887_Classroom_2.jpg', 'https://images.uniapply.com/uploads/college/image/500/2184/New_Jai_Bharti_Public_School_1887_Event_3.jpg', 'https://images.uniapply.com/uploads/college/image/500/2184/New_Jai_Bharti_Public_School_1887_Independence_Day_4.jpg', 'https://images.uniapply.com/uploads/college/image/500/2184/New_Jai_Bharti_Public_School_1887_School_Science_Function_5.jpg']","B-867, Sangam Vihar, South Delhi, 110080",9873337928,,,New Jai Bharti Public School,https://cdn.uniapply.com/assets/v1/d/images/main/spacer.71a50dbba44c.png,Nursery - Class 8,27:1
Private,CBSE,1976,Co-Education,6.4 Acres,Urban,"['Smart Classes', 'Wifi']",[],"['Library/Reading Room', 'Playground']",['CCTV'],"['Alumni Association', 'Medical Room', 'Transportation']","['Art and Craft', 'Dance', 'Music']","['Indoor Sports', 'Outdoor Sports']","['Computer Lab', 'Science Lab']",['Washrooms'],[],"['https://images.uniapply.com/uploads/college/image/500/2180/Sant_Nirankari_Public_School_1566_Building_1.jpg', 'https://images.uniapply.com/uploads/college/image/500/2180/Sant_Nirankari_Public_School_1566_Basket_Ball_Ground_2.jpg', 'https://images.uniapply.com/uploads/college/image/500/2180/Sant_Nirankari_Public_School_1566_Activity_3.jpg', 'https://images.uniapply.com/uploads/college/image/500/2180/Sant_Nirankari_Public_School_1566_Computer_Lab_4.jpg', 'https://images.uniapply.com/uploads/college/image/500/2180/Sant_Nirankari_Public_School_1566_Group_Dance_5.jpg', 'https://images.uniapply.com/uploads/college/image/500/2180/Sant_Nirankari_Public_School_1566_Inaugurational_Ceremony_6.jpg', 'https://images.uniapply.com/uploads/college/image/500/2180/Sant_Nirankari_Public_School_1566_Library_7.jpg', 'https://images.uniapply.com/uploads/college/image/500/2180/Sant_Nirankari_Public_School_1566_Republic_Day_Activity_8.jpg', 'https://images.uniapply.com/uploads/college/image/500/2180/Sant_Nirankari_Public_School_1566_Republic_day_9.jpg', 'https://images.uniapply.com/uploads/college/image/500/2180/Sant_Nirankari_Public_School_1566_Singing_10.jpg']","Nirankari Colony, Mukherjee Nagar, North West Delhi, 110009",snpsnc@snps.edu.in,https://nc.snps.edu.in/about-sant-nirankari-public-school/,"011-27650347,9773929899",Sant Nirankari Public School,https://cdn.uniapply.com/assets/v1/d/images/main/spacer.71a50dbba44c.png,Nursery - Class 12,25:1
Private,NA,2011,Co-Education,NA,Urban,[],[],"['Library/Reading Room', 'Playground']",[],[],"['Art and Craft', 'Dance', 'Music']","['Indoor Sports', 'Outdoor Sports']",[],"['Ramps', 'Washrooms']",[],"['https://images.uniapply.com/uploads/college/image/500/2186/Shahi_Public_School_1925_Activity_1_1.jpg', 'https://images.uniapply.com/uploads/college/image/500/2186/Shahi_Public_School_1925_Activity_room_2.jpg', 'https://images.uniapply.com/uploads/college/image/500/2186/Shahi_Public_School_1925_Art_and_craft_3.jpg', 'https://images.uniapply.com/uploads/college/image/500/2186/Shahi_Public_School_1925_Classroom_4.jpg', 'https://images.uniapply.com/uploads/college/image/500/2186/Shahi_Public_School_1925_event_1_1_5.jpg', 'https://images.uniapply.com/uploads/college/image/500/2186/Shahi_Public_School_1925_Infrastructure_6.jpg', 'https://images.uniapply.com/uploads/college/image/500/2186/Shahi_Public_School_1925_Kids_play_area_7.jpg']","3313, Street Number 37, Tughlakabad, Kalkaji, South East Delhi, 110019",http://www.shahipublicschool.com/,"9212087724,9212071456",,Shahi Public School,https://cdn.uniapply.com/assets/v1/d/images/main/spacer.71a50dbba44c.png,Nursery - Class 8,32:1
Private,CBSE,1992,Co-Education,6.3 Acres,Urban,['Wifi'],[],"['Cafeteria/Canteen', 'Library/Reading Room', 'Playground']",['CCTV'],"['Medical Room', 'Transportation']","['Art and Craft', 'Dance', 'Drama', 'Gardening', 'Music']","['Gym', 'Indoor Sports', 'Outdoor Sports', 'Taekwondo']","['Computer Lab', 'Science Lab']","['Ramps', 'Washrooms']",[],"['https://images.uniapply.com/uploads/college/image/500/2180/Jain_Bharati_Mrigavati_Vidyalaya_1963_Building_1.jpg', 'https://images.uniapply.com/uploads/college/image/500/2180/Jain_Bharati_Mrigavati_Vidyalaya_1963_Basketball_2.jpg', 'https://images.uniapply.com/uploads/college/image/500/2180/Jain_Bharati_Mrigavati_Vidyalaya_1963_Class_3.jpg', 'https://images.uniapply.com/uploads/college/image/500/2180/Jain_Bharati_Mrigavati_Vidyalaya_1963_Classroom_4.jpg', 'https://images.uniapply.com/uploads/college/image/500/2180/Jain_Bharati_Mrigavati_Vidyalaya_1963_Computer_lab_5.jpg', 'https://images.uniapply.com/uploads/college/image/500/2180/Jain_Bharati_Mrigavati_Vidyalaya_1963_Dance_6.jpg', 'https://images.uniapply.com/uploads/college/image/500/2180/Jain_Bharati_Mrigavati_Vidyalaya_1963_Lawn_7.jpg', 'https://images.uniapply.com/uploads/college/image/500/2180/Jain_Bharati_Mrigavati_Vidyalaya_1963_Library_8.jpg', 'https://images.uniapply.com/uploads/college/image/500/2180/Jain_Bharati_Mrigavati_Vidyalaya_1963_Music_room_9.jpg', 'https://images.uniapply.com/uploads/college/image/500/2180/Jain_Bharati_Mrigavati_Vidyalaya_1963_Rides_10.jpg', 'https://images.uniapply.com/uploads/college/image/500/2180/Jain_Bharati_Mrigavati_Vidyalaya_1963_Volleyball_11.jpg']","Vallabh Smarak Jain Mandir Tirth, G.T. Karnal Road, Budhpur, North West Delhi, 110036","jbmvidyalaya@yahoo.co.in,info@jmv.org.in",http://www.jmv.org.in,"011-27201021,9319499878,9319499879",Jain Bharati Mrigavati Vidyalaya,https://cdn.uniapply.com/assets/v1/d/images/main/spacer.71a50dbba44c.png,Nursery - Class 12,19:1
Private,CBSE,1999,Co-Education,0.98 Acre,Urban,"['Smart Classes', 'Wifi']",[],"['Library/Reading Room', 'Playground']",['CCTV'],['Transportation'],"['Art and Craft', 'Dance', 'Drama', 'Music']","['Indoor Sports', 'Outdoor Sports', 'Karate']","['Computer Lab', 'Science Lab']","['Ramps', 'Washrooms']",[],"['https://images.uniapply.com/uploads/college/image/500/2180/White_Leaf_Public_School_Bawana_163_1561_Building_2_1.jpg', 'https://images.uniapply.com/uploads/college/image/500/2180/White_Leaf_Public_School_Bawana_163_1561_Building_2.jpg', 'https://images.uniapply.com/uploads/college/image/500/2180/White_Leaf_Public_School_Bawana_163_1561_Annual_Day_2_3.jpg', 'https://images.uniapply.com/uploads/college/image/500/2180/White_Leaf_Public_School_Bawana_163_1561_Annual_Day_4.jpg']","Main Narela Road, Bawana, North West Delhi, 110039",whiteleaf2013@gmail.com,http://wlpsbawana.com/,"9213062301,9717460460,8860204597,9312011466",White Leaf Public School,https://cdn.uniapply.com/assets/v1/d/images/main/spacer.71a50dbba44c.png,Nursery - Class 12,35:1
Private,CBSE,2004,Co-Education,1.15 Acres,NA,"['Smart Classes', 'Wifi']",[],"['Cafeteria/Canteen', 'Library/Reading Room', 'Playground']",['CCTV'],"['Medical Room', 'Transportation']","['Art and Craft', 'Dance', 'Music']","['Indoor Sports', 'Outdoor Sports', 'Swimming Pool']","['Computer Lab', 'Science Lab']",['Ramps'],[],"['https://images.uniapply.com/uploads/college/image/500/2180/LK_International_School_1466_Building_1.jpg', 'https://images.uniapply.com/uploads/college/image/500/2180/LK_International_School_1466_Activitiy_2.jpg', 'https://images.uniapply.com/uploads/college/image/500/2180/LK_International_School_1466_Assembly_3.jpg', 'https://images.uniapply.com/uploads/college/image/500/2180/LK_International_School_1466_Awards_4.jpg', 'https://images.uniapply.com/uploads/college/image/500/2180/LK_International_School_1466_Campus_5.jpg', 'https://images.uniapply.com/uploads/college/image/500/2180/LK_International_School_1466_Dance_6.jpg', 'https://images.uniapply.com/uploads/college/image/500/2180/LK_International_School_1466_Event_7.jpg', 'https://images.uniapply.com/uploads/college/image/500/2180/LK_International_School_1466_Ground_1_8.jpg', 'https://images.uniapply.com/uploads/college/image/500/2180/LK_International_School_1466_Ground_9.jpg', 'https://images.uniapply.com/uploads/college/image/500/2180/LK_International_School_1466_Smartclass_10.jpg', 'https://images.uniapply.com/uploads/college/image/500/2180/LK_International_School_1466_Yoga_11.jpg']","Opposite Rajiv Gandhi Stadium Auchandi Road, Bawana, North West Delhi, 110039",luvkush_international@rediffmail.com,http://www.lkinternational.org,9953108059,LK International School,https://cdn.uniapply.com/assets/v1/d/images/main/spacer.71a50dbba44c.png,Class 1 - Class 12,24:1
Private,State board,1988,Co-Education,NA,Urban,[],[],"['Library/Reading Room', 'Playground']",[],[],"['Art and Craft', 'Dance', 'Music']","['Indoor Sports', 'Outdoor Sports']",['Computer Lab'],"['Ramps', 'Washrooms']",[],"['https://images.uniapply.com/uploads/college/image/500/2172/Tagore_Public_School_1206_Classroom_1_1.jpg', 'https://images.uniapply.com/uploads/college/image/500/2172/Tagore_Public_School_1206_Classroom_2.jpg']","512/28, Jheel Khurenja, Geeta Colony, East Delhi, 110051","9810852150,9810878710",,,Tagore Public School,https://cdn.uniapply.com/assets/v1/d/images/main/spacer.71a50dbba44c.png,Nursery - Class 8,22:1
Private,CBSE,2001,Co-Education,2 Acres,Urban,"['Smart Classes', 'Wifi']",[],"['Cafeteria/Canteen', 'Library/Reading Room', 'Playground']",['CCTV'],"['Alumni Association', 'Medical Room', 'Transportation']","['Art and Craft', 'Dance', 'Music']","['Indoor Sports', 'Outdoor Sports', 'Swimming Pool', 'Yoga']","['Computer Lab', 'Science Lab']","['Ramps', 'Washrooms']",[],"['https://images.uniapply.com/uploads/college/image/500/2172/Ahlcon_International_School_1133_Building_1_1.jpg', 'https://images.uniapply.com/uploads/college/image/500/2172/Ahlcon_International_School_1133_Building_2.jpg', 'https://images.uniapply.com/uploads/college/image/500/2172/Ahlcon_International_School_1133_Class_3.jpg', 'https://images.uniapply.com/uploads/college/image/500/2172/Ahlcon_International_School_1133_Lab_4.jpg', 'https://images.uniapply.com/uploads/college/image/500/2172/Ahlcon_International_School_1133_Playground_5.jpg']","Chatan Jain Marg, Opposite Una Enclave, Mayur Vihar Phase 1, East Delhi, 110091",contact@ahlconinternational.in,https://www.ahlconinternational.com/,011-47770777,Ahlcon International School,https://cdn.uniapply.com/assets/v1/d/images/main/spacer.71a50dbba44c.png,Nursery - Class 12,17:1
Private,NA,2014,Co-Education,NA,Urban,['Smart Classes'],[],"['Library/Reading Room', 'Playground']",[],[],"['Art and Craft', 'Dance', 'Gardening', 'Music']","['Indoor Sports', 'Outdoor Sports', 'Taekwondo', 'Yoga']",[],[],[],"['https://images.uniapply.com/uploads/college/image/500/2172/Petals_World_School_1872_Art_Room_1.jpg', 'https://images.uniapply.com/uploads/college/image/500/2172/Petals_World_School_1872_Campus_2.jpg', 'https://images.uniapply.com/uploads/college/image/500/2172/Petals_World_School_1872_Entrance_3.jpg', 'https://images.uniapply.com/uploads/college/image/500/2172/Petals_World_School_1872_Fun_Area_4.jpg', 'https://images.uniapply.com/uploads/college/image/500/2172/Petals_World_School_1872_Primary_wing_5.jpg', 'https://images.uniapply.com/uploads/college/image/500/2172/Petals_World_School_1872_Reception_6.jpg']","D-Block, Nirman Vihar, East Delhi, 110092",http://www.petalsworldschool.org/,0120-4108222,,Petals World School,https://cdn.uniapply.com/assets/v1/d/images/main/spacer.71a50dbba44c.png,UKG - Class 12,10:1
Private,CBSE,1985,Co-Education,0.73 Acre,Urban,"['Smart Classes', 'Wifi']",[],"['Cafeteria/Canteen', 'Library/Reading Room', 'Playground']",['CCTV'],"['Alumni Association', 'Medical Room', 'Transportation']","['Art and Craft', 'Dance', 'Music']","['Indoor Sports', 'Outdoor Sports', 'Karate', 'Taekwondo']","['Computer Lab', 'Science Lab']",[],[],"['https://images.uniapply.com/uploads/college/image/500/2182/Sandhya_Senior_Secondary_Public_School_1839_Building_1.jpg', 'https://images.uniapply.com/uploads/college/image/500/2182/Sandhya_Senior_Secondary_Public_School_1839_Class_Room_2.jpg', 'https://images.uniapply.com/uploads/college/image/500/2182/Sandhya_Senior_Secondary_Public_School_1839_Craft_3.jpg', 'https://images.uniapply.com/uploads/college/image/500/2182/Sandhya_Senior_Secondary_Public_School_1839_Infra_4.jpg']","C-182. Gali Number 1,(Akhare Wali Gali), Chauhan Banger, Brahampuri, Shahdara, 110053",info@sandhyaschool.com,http://www.sandhyaschool.com/,"0120-22173122,9953284528",Sandhya Senior Secondary Public School,https://cdn.uniapply.com/assets/v1/d/images/main/spacer.71a50dbba44c.png,Nursery - Class 12,37:1
Private,CBSE,1991,Co-Education,1.75 Acres,Urban,"['Smart Classes', 'Wifi']",[],"['Cafeteria/Canteen', 'Library/Reading Room', 'Playground']",['CCTV'],"['Medical Room', 'Transportation']","['Art and Craft', 'Dance', 'Drama', 'Music']","['Indoor Sports', 'Outdoor Sports']","['Computer Lab', 'Science Lab']","['Ramps', 'Washrooms', 'Elevators']",[],"['https://images.uniapply.com/uploads/college/image/500/2172/Smt_Swarn_Lata_Sethi_DAV_Public_School_1175_Building_1.jpg', 'https://images.uniapply.com/uploads/college/image/500/2172/Smt_Swarn_Lata_Sethi_DAV_Public_School_1175_Activity-Dance_2.jpg', 'https://images.uniapply.com/uploads/college/image/500/2172/Smt_Swarn_Lata_Sethi_DAV_Public_School_1175_Assembly_3.jpg', 'https://images.uniapply.com/uploads/college/image/500/2172/Smt_Swarn_Lata_Sethi_DAV_Public_School_1175_Independence_Day_4.jpg', 'https://images.uniapply.com/uploads/college/image/500/2172/Smt_Swarn_Lata_Sethi_DAV_Public_School_1175_Laboratory_5.jpg', 'https://images.uniapply.com/uploads/college/image/500/2172/Smt_Swarn_Lata_Sethi_DAV_Public_School_1175_Students_6.jpg']","Mausam Vihar, Krishna Nagar, East Delhi, 110051",slsdavps@yahoo.com,http://slsdavps.com/,011-22531745,Smt. Swarn Lata Sethi DAV Public School,https://cdn.uniapply.com/assets/v1/d/images/main/spacer.71a50dbba44c.png,Nursery - Class 12,22:1
Private,CBSE,1990,Co-Education,1.97 Acres,Urban,"['Smart Classes', 'Wifi']",[],"['Library/Reading Room', 'Playground']",['CCTV'],"['Medical Room', 'Transportation']","['Art and Craft', 'Dance', 'Music']","['Indoor Sports', 'Outdoor Sports']","['Computer Lab', 'Science Lab']","['Ramps', 'Washrooms']",[],"['https://images.uniapply.com/uploads/college/image/500/2186/Good_Samaritan_School_1378_Building_1_1.jpg', 'https://images.uniapply.com/uploads/college/image/500/2186/Good_Samaritan_School_1378_Building_2.jpg', 'https://images.uniapply.com/uploads/college/image/500/2186/Good_Samaritan_School_1378_Biology_Lab_3.jpg', 'https://images.uniapply.com/uploads/college/image/500/2186/Good_Samaritan_School_1378_Art_and_Craft_4.jpg', 'https://images.uniapply.com/uploads/college/image/500/2186/Good_Samaritan_School_1378_Chemistry_Lab_5.jpg', 'https://images.uniapply.com/uploads/college/image/500/2186/Good_Samaritan_School_1378_Computer_Lab_6.jpg', 'https://images.uniapply.com/uploads/college/image/500/2186/Good_Samaritan_School_1378_Home_Science_Lab_7.jpg', 'https://images.uniapply.com/uploads/college/image/500/2186/Good_Samaritan_School_1378_Hotel_Management_Class_8.jpg', 'https://images.uniapply.com/uploads/college/image/500/2186/Good_Samaritan_School_1378_Library_9.jpg', 'https://images.uniapply.com/uploads/college/image/500/2186/Good_Samaritan_School_1378_Morning_Assembly_10.jpg', 'https://images.uniapply.com/uploads/college/image/500/2186/Good_Samaritan_School_1378_Sports_Ground_11.jpg']","Near Sector-8, Jasola Vihar, South East Delhi, 110025",info@good-samaritan-school.com,https://good-samaritan-school.com/,"011-41035311
011-40516517",Good Samaritan School,https://cdn.uniapply.com/assets/v1/d/images/main/spacer.71a50dbba44c.png,Class 1 - Class 12,22:1
Private,CBSE,1987,Co-Education,0.21 Acre,Urban,['Wifi'],[],"['Library/Reading Room', 'Playground']",['CCTV'],[],"['Art and Craft', 'Dance', 'Music']","['Indoor Sports', 'Outdoor Sports']",['Science Lab'],['Washrooms'],[],"['https://images.uniapply.com/uploads/college/image/500/2182/Seth_Bhagwan_Dass_Senior_Secondary_School_1829_Activity_1.jpg', 'https://images.uniapply.com/uploads/college/image/500/2182/Seth_Bhagwan_Dass_Senior_Secondary_School_1829_art_and_craft_room_2.jpg', 'https://images.uniapply.com/uploads/college/image/500/2182/Seth_Bhagwan_Dass_Senior_Secondary_School_1829_Lab_3.jpg', 'https://images.uniapply.com/uploads/college/image/500/2182/Seth_Bhagwan_Dass_Senior_Secondary_School_1829_Library_4.jpg']","A-30/14-B, Maujpur, Shahdara, 110053",SETHBHAGWANDASS@GMAIL.COM,"011-22173114,011-22563924",,Seth Bhagwan Dass Senior Secondary School,https://cdn.uniapply.com/assets/v1/d/images/main/spacer.71a50dbba44c.png,Class 1 - Class 12,29:1
Private,CBSE,1977,Co-Education,NA,Urban,['Smart Classes'],[],"['Library/Reading Room', 'Playground']",['CCTV'],['Transportation'],"['Art and Craft', 'Dance', 'Gardening', 'Music', 'Picnics and excursion']","['Indoor Sports', 'Outdoor Sports']",['Computer Lab'],"['Ramps', 'Washrooms', 'Elevators']",[],"['https://images.uniapply.com/uploads/college/image/500/2182/Building_UA_210501_120559.jpg', 'https://images.uniapply.com/uploads/college/image/500/2182/Smart_Class_UA_210501_120606.jpg', 'https://images.uniapply.com/uploads/college/image/500/2182/Librery_UA_210501_120616.jpg', 'https://images.uniapply.com/uploads/college/image/500/2182/Lab_UA_210501_120635.jpg', 'https://images.uniapply.com/uploads/college/image/500/2182/Dance_UA_210501_120656.jpg']","25, Shiv Mandir Gali, Maujpur, Shahdara, 110053",avnps25@yahoo.in,http://avnps.co.in,"011-22560332,9310560332",Adarsh Vidya Niketan Public School,https://cdn.uniapply.com/assets/v1/d/images/main/spacer.71a50dbba44c.png,Nursery - Class 8,35:1
Private,State board,NA,Co-Education,NA,Urban,[],[],[],[],['Medical Room'],"['Art and Craft', 'Dance', 'Debate', 'Drama']",[],[],[],[],['https://images.uniapply.com/uploads/college/image/500/2178/Building_UA_210503_155831.jpg'],"Sonia Vihar, North East Delhi, 110094",9810373434,,,Hardan Public School,https://cdn.uniapply.com/assets/v1/d/images/main/spacer.71a50dbba44c.png,Nursery - Class 8,NA
Private,CBSE,1987,Co-Education,NA,Urban,,,,,,,,,,[],"['https://images.uniapply.com/uploads/college/image/500/2178/Bhagirathi_Bal_Shiksha_Secondary_School_1796_Building_1_1.jpg', 'https://images.uniapply.com/uploads/college/image/500/2178/Bhagirathi_Bal_Shiksha_Secondary_School_1796_Building_2.jpg']","D-6, Block G, Dayalpur Extension, New Mustafabad, North East Delhi, 110094",bhagirathi_secschool@yahoo.com,011-22171750,,Bhagirathi Bal Shiksha Secondary School,https://cdn.uniapply.com/assets/v1/d/images/main/spacer.71a50dbba44c.png,Nursery - Class 10,30:1
Private,CBSE,1939,Co-Education,0.3 Acre,Urban,"['Smart Classes', 'Wifi']",[],"['Library/Reading Room', 'Playground']",['CCTV'],['Medical Room'],"['Art and Craft', 'Dance', 'Music']",['Outdoor Sports'],['Computer Lab'],['Ramps'],[],"['https://images.uniapply.com/uploads/college/image/500/2178/Suman_Vidhya_Mandir_Secondary_School_1802_Building_1_1.jpg', 'https://images.uniapply.com/uploads/college/image/500/2178/Suman_Vidhya_Mandir_Secondary_School_1802_Building_2.jpg', 'https://images.uniapply.com/uploads/college/image/500/2178/Suman_Vidhya_Mandir_Secondary_School_1802_Activity_3.jpg', 'https://images.uniapply.com/uploads/college/image/500/2178/Suman_Vidhya_Mandir_Secondary_School_1802_Art_4.jpg', 'https://images.uniapply.com/uploads/college/image/500/2178/Suman_Vidhya_Mandir_Secondary_School_1802_Entrance_5.jpg', 'https://images.uniapply.com/uploads/college/image/500/2178/Suman_Vidhya_Mandir_Secondary_School_1802_Fancy_Dress_6.jpg']","A-57, Bhagirathi Vihar, Gokalpuri, North East Delhi, 110094",svm_sec_school@yahoo.com,https://suman-vidhya-mandir-secondary-school.business.site/,9870514490,Suman Vidhya Mandir Secondary School,https://cdn.uniapply.com/assets/v1/d/images/main/spacer.71a50dbba44c.png,Class 1 - Class 10,30:1
Private,CBSE,2010,Co-Education,1.38 Acres,Urban,"['Smart Classes', 'Wifi']",[],"['Cafeteria/Canteen', 'Library/Reading Room', 'Playground']",['CCTV'],"['Medical Room', 'Transportation']","['Art and Craft', 'Dance', 'Music']","['Gym', 'Indoor Sports', 'Outdoor Sports']","['Computer Lab', 'Science Lab']","['Ramps', 'Washrooms']",[],"['https://images.uniapply.com/uploads/college/image/500/2180/Vishwa_International_Academy_1560_Building_1.jpg', 'https://images.uniapply.com/uploads/college/image/500/2180/Vishwa_International_Academy_1560_Assembly_2.jpg', 'https://images.uniapply.com/uploads/college/image/500/2180/Vishwa_International_Academy_1560_Campus_3.jpg', 'https://images.uniapply.com/uploads/college/image/500/2180/Vishwa_International_Academy_1560_Christmas_4.jpg', 'https://images.uniapply.com/uploads/college/image/500/2180/Vishwa_International_Academy_1560_Classrroom_5.jpg', 'https://images.uniapply.com/uploads/college/image/500/2180/Vishwa_International_Academy_1560_Junior_School_Activity_6.jpg', 'https://images.uniapply.com/uploads/college/image/500/2180/Vishwa_International_Academy_1560_Sports_Ground_2_7.jpg', 'https://images.uniapply.com/uploads/college/image/500/2180/Vishwa_International_Academy_1560_Sports_Ground_8.jpg']","Hamirpur Road, Bakoli, North West Delhi, 110036",vishwaschool@gmail.com,8080808708,,Vishwa International Academy,https://cdn.uniapply.com/assets/v1/d/images/main/spacer.71a50dbba44c.png,Nursery - Class 12,13:1
