Ownership,Board,Year of Establishment,Co-Ed Status,Campus Size,Campus Type,Class,Boarding,Infrastructure,Safety and Security,Advanced Facilities,Extra Curricular,Sports and Fitness,Lab,Disabled Friendly,hall_of_fame,gallery,address,email,website,phone_no,school_name
Private,CBSE,1959,Co-Education,2.89 Acres,Urban,"['AC Classes', 'Smart Classes']",[],"['Library/Reading Room', 'Playground']",['CCTV'],"['Medical Room', 'Transportation']","['Art and Craft', 'Dance', 'Debate', 'Music']","['Indoor Sports', 'Outdoor Sports', 'Swimming Pool']","['Computer Lab', 'Science Lab']",[],[],"['https://images.uniapply.com/uploads/college/image/500/2180/Prabhu_Dayal_Public_School_1504_Building_2_1.jpg', 'https://images.uniapply.com/uploads/college/image/500/2180/Prabhu_Dayal_Public_School_1504_Building_2.jpg', 'https://images.uniapply.com/uploads/college/image/500/2180/Prabhu_Dayal_Public_School_1504_Auditorium_3.jpg', 'https://images.uniapply.com/uploads/college/image/500/2180/Prabhu_Dayal_Public_School_1504_Judo_4.jpg', 'https://images.uniapply.com/uploads/college/image/500/2180/Prabhu_Dayal_Public_School_1504_Karate_5.jpg', 'https://images.uniapply.com/uploads/college/image/500/2180/Prabhu_Dayal_Public_School_1504_Music_6.jpg', 'https://images.uniapply.com/uploads/college/image/500/2180/Prabhu_Dayal_Public_School_1504_Race_7.jpg', 'https://images.uniapply.com/uploads/college/image/500/2180/Prabhu_Dayal_Public_School_1504_Smart_Room_8.jpg']","Junior Wing: BM-Block, Shaheed Udham Singh Marg Senior Wing: A-Block, Shalimar Bagh, North West Delhi, 110088",pdp_school@yahoo.co.in,http://www.pdpschool.com/,"011-2748978,011-27482091,01127495057,011-27490012",Prabhu Dayal Public School
Private,CBSE,1981,Co-Education,0.4 Acre,Urban,"['Smart Classes', 'Wifi']",[],"['Library/Reading Room', 'Playground']",['CCTV'],['Medical Room'],"['Art and Craft', 'Dance', 'Music']",['Outdoor Sports'],"['Computer Lab', 'Science Lab']",['Washrooms'],[],"['https://images.uniapply.com/uploads/college/image/500/2170/Saraswati_Bal_Mandir_Secondary_School_1068_Chemistry_Lab_1.jpg', 'https://images.uniapply.com/uploads/college/image/500/2170/Saraswati_Bal_Mandir_Secondary_School_1068_Classroom_2.jpg', 'https://images.uniapply.com/uploads/college/image/500/2170/Saraswati_Bal_Mandir_Secondary_School_1068_Computer_Lab_3.jpg']","Mata Mandir Gali, Jhandelwalan, Aaram Bagh, Multani Dhanda, Pahar Ganj, Central Delhi, 110055",sbm_jw@yahoo.co.in,http://www.sbmaarambagh.in,011-23523063,Saraswati Bal Mandir Secondary School
Private,NA,1984,Co-Education,NA,Urban,['Smart Classes'],[],"['Library/Reading Room', 'Playground']",[],['Medical Room'],"['Art and Craft', 'Dance', 'Music']","['Indoor Sports', 'Outdoor Sports']",['Computer Lab'],"['Ramps', 'Washrooms']",[],[],"IGNOU Main Road, Pocket E, Neb Sarai, Sainik Farm, South Delhi, 110068","011-65444468,7838161953",,,Saint Robin Public School
Private,CBSE,1974,Co-Education,7 Acres,Urban,"['Smart Classes', 'Wifi']",[],"['Cafeteria/Canteen', 'Library/Reading Room', 'Playground']",['CCTV'],"['Alumni Association', 'Medical Room', 'Transportation']","['Art and Craft', 'Dance', 'Drama', 'Music', 'Picnics and excursion']","['Gym', 'Indoor Sports', 'Outdoor Sports', 'Karate', 'Yoga']","['Computer Lab', 'Science Lab']","['Ramps', 'Washrooms']",[],"['https://images.uniapply.com/uploads/college/image/500/2184/Manava_Bharati_India_International_School_1098_Building_1_1.jpg', 'https://images.uniapply.com/uploads/college/image/500/2184/Manava_Bharati_India_International_School_1098_Building_2_2.jpg', 'https://images.uniapply.com/uploads/college/image/500/2184/Manava_Bharati_India_International_School_1098_Building_3.jpg', 'https://images.uniapply.com/uploads/college/image/500/2184/Manava_Bharati_India_International_School_1098_Audi_4.jpg', 'https://images.uniapply.com/uploads/college/image/500/2184/Manava_Bharati_India_International_School_1098_Activity_5.jpg', 'https://images.uniapply.com/uploads/college/image/500/2184/Manava_Bharati_India_International_School_1098_Campus_6.jpg', 'https://images.uniapply.com/uploads/college/image/500/2184/Manava_Bharati_India_International_School_1098_Classroom_7.jpg', 'https://images.uniapply.com/uploads/college/image/500/2184/Manava_Bharati_India_International_School_1098_Event_8.jpg', 'https://images.uniapply.com/uploads/college/image/500/2184/Manava_Bharati_India_International_School_1098_Library_9.jpg', 'https://images.uniapply.com/uploads/college/image/500/2184/Manava_Bharati_India_International_School_1098_Sports_10.jpg']","Adjacent to Sadhna Enclave, Panchsheel Park, South Delhi, 110017",contact@mbiis.in,http://mbiis.in,"011-26014515,011-26016397",Manava Bharati India International School
Private,NA,2014,Co-Education,NA,Urban,[],[],['Library/Reading Room'],[],['Medical Room'],[],['Outdoor Sports'],[],[],[],"['https://images.uniapply.com/uploads/college/image/500/2184/NGF_Junior_School_1883_Building_1.jpg', 'https://images.uniapply.com/uploads/college/image/500/2184/NGF_Junior_School_1883_Classroom_2.jpg', 'https://images.uniapply.com/uploads/college/image/500/2184/NGF_Junior_School_1883_Dance_3.jpg', 'https://images.uniapply.com/uploads/college/image/500/2184/NGF_Junior_School_1883_Gardening_4.jpg', 'https://images.uniapply.com/uploads/college/image/500/2184/NGF_Junior_School_1883_Karate_5.jpg']","T-21, Khirki Extension, Malviya Nagar, South Delhi, 110017",ngfjschool@yahoo.in,http://www.ngfjsmalviyanagar.com/,"011-29544018,011-29542064",NGF Junior School
Private,CBSE,1992,Co-Education,1 Acre,Urban,['Smart Classes'],[],"['Library/Reading Room', 'Playground']",['CCTV'],['Medical Room'],"['Art and Craft', 'Dance', 'Drama', 'Music']","['Indoor Sports', 'Outdoor Sports']","['Computer Lab', 'Science Lab']","['Ramps', 'Washrooms']",[],"['https://images.uniapply.com/uploads/college/image/500/2180/Rockfield_Public_School_1520_Building_1.jpg', 'https://images.uniapply.com/uploads/college/image/500/2180/Rockfield_Public_School_1520_computer_Lab_2.jpg', 'https://images.uniapply.com/uploads/college/image/500/2180/Rockfield_Public_School_1520_Library_3.jpg', 'https://images.uniapply.com/uploads/college/image/500/2180/Rockfield_Public_School_1520_Yoga_4.jpg']","A-Block, Sector 16, Rohini, North West Delhi, 110085",info@rockfieldschool.net,http://rockfieldschool.net/index.html,"011-27856800,011-27856900",Rockfield Public School
Private,NA,NA,Co-Education,NA,Urban,[],[],['Library/Reading Room'],[],['Medical Room'],"['Dance', 'Drama', 'Music', 'Picnics and excursion']",['Yoga'],[],[],[],"['https://images.uniapply.com/uploads/college/image/500/2180/Building_UA_210215_122330.jpg', 'https://images.uniapply.com/uploads/college/image/500/2180/Building_1_UA_210215_122324.jpg', 'https://images.uniapply.com/uploads/college/image/500/2180/Building_2_UA_210215_122327.jpg', 'https://images.uniapply.com/uploads/college/image/500/2180/Classroom_UA_210215_122334.jpg']","Sector 17, Rohini, North West Delhi, 110089",9310181544,,,Ojas Public School
Private,CBSE,1990,Co-Education,13.71 Acres,Urban,"['Smart Classes', 'Wifi']",[],"['Library/Reading Room', 'Playground']",['CCTV'],"['Alumni Association', 'Medical Room', 'Transportation']","['Art and Craft', 'Dance', 'Music']","['Gym', 'Indoor Sports', 'Outdoor Sports', 'Yoga']","['Computer Lab', 'Science Lab']",['Ramps'],[],"['https://images.uniapply.com/uploads/college/image/500/2180/St_Xaviers_School_1541_Building_4_1.jpg', 'https://images.uniapply.com/uploads/college/image/500/2180/St_Xaviers_School_1541_Building_2.jpg', 'https://images.uniapply.com/uploads/college/image/500/2180/St_Xaviers_School_1541_Basketball_3.jpg', 'https://images.uniapply.com/uploads/college/image/500/2180/St_Xaviers_School_1541_Campus_2_4.jpg', 'https://images.uniapply.com/uploads/college/image/500/2180/St_Xaviers_School_1541_Campus_5.jpg', 'https://images.uniapply.com/uploads/college/image/500/2180/St_Xaviers_School_1541_Chemistry_lab_6.png', 'https://images.uniapply.com/uploads/college/image/500/2180/St_Xaviers_School_1541_Maths_Lab_7.jpg', 'https://images.uniapply.com/uploads/college/image/500/2180/St_Xaviers_School_1541_Physics_Lab_8.jpg', 'https://images.uniapply.com/uploads/college/image/500/2180/St_Xaviers_School_1541_Sports_9.jpg', 'https://images.uniapply.com/uploads/college/image/500/2180/St_Xaviers_School_1541_Yoga_Room_10.jpg']","Shahbad Daulatpur, Sector 26, Rohini, North West Delhi, 110042",shahbadxavier@rediffmail.com,http://www.xaviersrohini.edu.in/,"011-27822324,011-27821043,8448407380",St. Xavier's School
Private,CBSE,1958,Co-Education,4.68 Acres,Urban,"['Smart Classes', 'Wifi']",[],"['Cafeteria/Canteen', 'Library/Reading Room', 'Playground']",['CCTV'],"['Medical Room', 'Transportation']","['Art and Craft', 'Dance', 'Music']","['Indoor Sports', 'Outdoor Sports']","['Computer Lab', 'Science Lab']","['Ramps', 'Washrooms']",[],"['https://images.uniapply.com/uploads/college/image/500/2186/Sardar_Patel_Vidyalaya_1857_Canteen_1.jpg', 'https://images.uniapply.com/uploads/college/image/500/2186/Sardar_Patel_Vidyalaya_1857_Hockey_2.jpg', 'https://images.uniapply.com/uploads/college/image/500/2186/Sardar_Patel_Vidyalaya_1857_Library_3.jpg', 'https://images.uniapply.com/uploads/college/image/500/2186/Sardar_Patel_Vidyalaya_1857_Music_2_4.jpg', 'https://images.uniapply.com/uploads/college/image/500/2186/Sardar_Patel_Vidyalaya_1857_Music_5.jpg', 'https://images.uniapply.com/uploads/college/image/500/2186/Sardar_Patel_Vidyalaya_1857_Medical_Centre_6.jpg']","Lodhi Estate, South East Delhi, 110003","spv@spvdelhi.org,spvdelhi@gmail.com",https://spvdelhi.org/,"011-24627344,011-24620355",Sardar Patel Vidyalaya
Private,NA,1969,Co-Education,NA,Urban,[],[],"['Library/Reading Room', 'Playground']",[],['Medical Room'],"['Art and Craft', 'Dance', 'Gardening', 'Music']","['Indoor Sports', 'Outdoor Sports', 'Yoga']","['Computer Lab', 'Science Lab']",[],[],"['https://images.uniapply.com/uploads/college/image/500/2184/Malviya_Public_School_1123_Building_1.jpg', 'https://images.uniapply.com/uploads/college/image/500/2184/Malviya_Public_School_1123_Art_and_Craft_2.jpg', 'https://images.uniapply.com/uploads/college/image/500/2184/Malviya_Public_School_1123_Event_3.jpg', 'https://images.uniapply.com/uploads/college/image/500/2184/Malviya_Public_School_1123_Exibition_4.jpg']","T-55, Khirki Extension Road, Block G, Khirki Extension, Malviya Nagar, South Delhi, 110017",malviyapublics@yahoo.com,http://www.malviyapublicschool.com,"011-29541831,011-29545419",Malviya Public School
Private,CBSE,1955,Co-Education,NA,Urban,['Smart Classes'],"['Boys Hostel', 'Girls Hostel']","['Auditorium/Media Room', 'Cafeteria/Canteen', 'Library/Reading Room', 'Playground']",[],"['Alumni Association', 'Medical Room', 'Transportation']","['Art and Craft', 'Dance', 'Music']","['Gym', 'Indoor Sports', 'Outdoor Sports', 'Yoga']","['Computer Lab', 'Science Lab']",[],[],"['https://images.uniapply.com/uploads/college/image/500/2186/Air_Force_Bal_Bharati_School_1399_Building_2_1.jpg', 'https://images.uniapply.com/uploads/college/image/500/2186/Air_Force_Bal_Bharati_School_1399_Building_6_2.jpg', 'https://images.uniapply.com/uploads/college/image/500/2186/Air_Force_Bal_Bharati_School_1399_Building_4_3.jpg', 'https://images.uniapply.com/uploads/college/image/500/2186/Air_Force_Bal_Bharati_School_1399_Building_4.jpg', 'https://images.uniapply.com/uploads/college/image/500/2186/Air_Force_Bal_Bharati_School_1399_Campus_3_5.jpg', 'https://images.uniapply.com/uploads/college/image/500/2186/Air_Force_Bal_Bharati_School_1399_Campus_2_6.jpg', 'https://images.uniapply.com/uploads/college/image/500/2186/Air_Force_Bal_Bharati_School_1399_Campus_7.jpg', 'https://images.uniapply.com/uploads/college/image/500/2186/Air_Force_Bal_Bharati_School_1399_School_Audiorium_8.jpg', 'https://images.uniapply.com/uploads/college/image/500/2186/Air_Force_Bal_Bharati_School_1399_School_Campus_9.jpg', 'https://images.uniapply.com/uploads/college/image/500/2186/Air_Force_Bal_Bharati_School_1399_School_Event_10.jpg', 'https://images.uniapply.com/uploads/college/image/500/2186/Air_Force_Bal_Bharati_School_1399_School_Garden_11.jpg', 'https://images.uniapply.com/uploads/college/image/500/2186/Air_Force_Bal_Bharati_School_1399_Sports_Day_12.jpg', 'https://images.uniapply.com/uploads/college/image/500/2186/Air_Force_Bal_Bharati_School_1399_Yoga_Day_13.jpg']","Lodi Road, Lodhi Colony, South East Delhi, 110003",afbbschool@gmail.com,http://www.airforcebalbharatischool.com/,"011-24611777,011-24616220",Air Force Bal Bharati School
Private,CBSE,1990,Co-Education,3.63 Acres,Urban,"['Smart Classes', 'Wifi']",[],"['Auditorium/Media Room', 'Cafeteria/Canteen', 'Library/Reading Room', 'Playground']",['CCTV'],"['Medical Room', 'Transportation']","['Art and Craft', 'Dance', 'Music']","['Indoor Sports', 'Outdoor Sports']","['Computer Lab', 'Science Lab']","['Ramps', 'Washrooms', 'Elevators']",[],"['https://images.uniapply.com/uploads/college/image/500/2186/Banyan_Tree_School_1400_Building_2_1.jpg', 'https://images.uniapply.com/uploads/college/image/500/2186/Banyan_Tree_School_1400_Building_2.jpg', 'https://images.uniapply.com/uploads/college/image/500/2186/Banyan_Tree_School_1400_Group_Picture_of_Students_3.jpg', 'https://images.uniapply.com/uploads/college/image/500/2186/Banyan_Tree_School_1400_Lab_1_4.jpg', 'https://images.uniapply.com/uploads/college/image/500/2186/Banyan_Tree_School_1400_Lab_5.jpg', 'https://images.uniapply.com/uploads/college/image/500/2186/Banyan_Tree_School_1400_Prayer_Assembly_6.jpg', 'https://images.uniapply.com/uploads/college/image/500/2186/Banyan_Tree_School_1400_Racing_Competition_7.jpg', 'https://images.uniapply.com/uploads/college/image/500/2186/Banyan_Tree_School_1400_Students_Picture_8.jpg', 'https://images.uniapply.com/uploads/college/image/500/2186/Banyan_Tree_School_1400_Welcoming_Ceremony_9.jpg']","3, Lodhi Road, Institutional Area, Lodhi Estate, South East Delhi, 110003",info@banyantree.in,http://banyantree.in/delhi/,"011-40934390,011-40934396",Banyan Tree School
Private,NA,1998,Co-Education,NA,Urban,"['AC Classes', 'Smart Classes']",[],"['Library/Reading Room', 'Playground']",[],['Medical Room'],"['Art and Craft', 'Dance', 'Music']","['Indoor Sports', 'Outdoor Sports']","['Computer Lab', 'Science Lab']","['Ramps', 'Washrooms']",[],['https://images.uniapply.com/uploads/college/image/500/2184/Image_UA_210503_112954.jpg'],"T- 23, Khirki Main Road,M-Block, Khirki Extension, Malviya Nagar, South Delhi, 110017",snpsmn@snps.edu.in,https://mn.snps.edu.in/,"011-29541280,011-40349306",Sant Nirankari Public School
Private,CBSE,1997,Co-Education,3.1 Acres,Urban,"['Smart Classes', 'Wifi']",[],"['Library/Reading Room', 'Playground']",['CCTV'],"['Medical Room', 'Transportation']","['Art and Craft', 'Dance', 'Music']","['Indoor Sports', 'Outdoor Sports']","['Computer Lab', 'Science Lab']","['Ramps', 'Washrooms']",[],"['https://images.uniapply.com/uploads/college/image/500/2180/Jindal_International_School_1461_Building_1.jpg', 'https://images.uniapply.com/uploads/college/image/500/2180/Jindal_International_School_1461_Activity_2.jpg', 'https://images.uniapply.com/uploads/college/image/500/2180/Jindal_International_School_1461_Class_3.jpg', 'https://images.uniapply.com/uploads/college/image/500/2180/Jindal_International_School_1461_Environmental_Event_4.jpg', 'https://images.uniapply.com/uploads/college/image/500/2180/Jindal_International_School_1461_Play_Ground_5.jpg']","277, Bawana Road, Shiv Vihar, Sector 28, Rohini, North West Delhi, 110042",jindalinternational.school@gmail.com,http://www.jindalinternationalschool.in/,9773637059,Jindal International School
Private,CBSE,1975,Co-Education,8 Acres,Urban,"['AC Classes', 'Smart Classes', 'Wifi']",[],"['Auditorium/Media Room', 'Cafeteria/Canteen', 'Library/Reading Room', 'Playground']","['CCTV', 'GPS Bus Tracking App']","['Alumni Association', 'Medical Room', 'Transportation']","['Art and Craft', 'Dance', 'Debate', 'Drama', 'Gardening', 'Music', 'Picnics and excursion']","['Indoor Sports', 'Outdoor Sports', 'Swimming Pool', 'Taekwondo', 'Yoga']","['Computer Lab', 'Science Lab', 'Robotics Lab']","['Ramps', 'Washrooms', 'Elevators']","['Theschool conferred with Academic Excellence Awards by Digital Learning', 'Ranked 3rd in Leader’s Category in South East Delhi region by Times School Survey 2020', 'Ranked 8th at the National Level in the category of Infrastructure provision by Education World', '· Awarded School Excellence Awards at the 7th National Conference on Teaching Learning and Leadership by Brainfeed', 'Awarded with the prestigious GISA (Global Innovative School Awards) in the pedagogy of New Innovation', 'Awarded the prestigious British Council International School Award for the years 2018-2021 for the fourth consecutive time. This award recognizes and celebrates exemplary practices of Internationalism in our school']","['https://images.uniapply.com/uploads/college/image/500/2184/Annual_Day_2_UA_210501_151902.jpg', 'https://images.uniapply.com/uploads/college/image/500/2184/Annual_Day_UA_210501_151911.jpg', 'https://images.uniapply.com/uploads/college/image/500/2184/building_2_UA_210501_151934.jpg', 'https://images.uniapply.com/uploads/college/image/500/2184/building_UA_210501_152012.jpg', 'https://images.uniapply.com/uploads/college/image/500/2184/ceremony_2_UA_210501_152019.jpg', 'https://images.uniapply.com/uploads/college/image/500/2184/ceremony_UA_210501_152027.jpg', 'https://images.uniapply.com/uploads/college/image/500/2184/Ceremony_UA_210501_152312.jpg']","Sheikh Sarai-Phase 1, Panchsheel Park, South Delhi, 110017",skool.ss.del@apj.edu,www.apeejay.edu,7303096825,Apeejay School
Private,CBSE,1991,Co-Education,2.1 Acres,Urban,['Smart Classes'],"['Boys Hostel', 'Girls Hostel']","['Auditorium/Media Room', 'Cafeteria/Canteen', 'Library/Reading Room', 'Playground']","['CCTV', 'GPS Bus Tracking App']","['Alumni Association', 'Medical Room', 'Transportation']","['Art and Craft', 'Dance', 'Debate', 'Music', 'Picnics and excursion']","['Indoor Sports', 'Outdoor Sports', 'Swimming Pool', 'Karate']","['Computer Lab', 'Science Lab']","['Ramps', 'Washrooms', 'Elevators']",[],"['https://images.uniapply.com/uploads/college/image/500/2184/building_UA_210501_122650.jpg', 'https://images.uniapply.com/uploads/college/image/500/2184/classroom_UA_210501_122658.jpg', 'https://images.uniapply.com/uploads/college/image/500/2184/indoor_Games_UA_210501_122706.jpg', 'https://images.uniapply.com/uploads/college/image/500/2184/play_Ground_UA_210501_122715.jpg', 'https://images.uniapply.com/uploads/college/image/500/2184/science_Lab_UA_210501_122744.jpg', 'https://images.uniapply.com/uploads/college/image/500/2184/Annual_Day_2_UA_210501_122809.jpg', 'https://images.uniapply.com/uploads/college/image/500/2184/Annual_Day_UA_210501_122825.jpg']","M-Block, Saket, South Delhi, 110017",principal@aiss.amity.edu,https://www.amity.edu/ais/saket/,"011-40738400,011-40738421",Amity International School
